suite,shot,method,n_bins,n_dof,fits_data,seconds,resid_pct,resid_unsat_pct,n_imputed_channels,hi10_frac,centroid_mev,n_eff_bins,nnls_floor_pct
real,11733_ch,CNN n50,50,50,False,0.047575200005667284,57.406671166151256,57.406671166151256,0,0.6015078308131969,35.36046484475714,31.68723999485291,54.380778191220976
real,11733_ch,DNN spectrum n20,20,20,False,0.04676599999947939,98.87221972828307,98.87221972828307,0,0.0,,2.7777777777777772,54.380778191220976
real,11733_ch,DNN classifier n50,50,50,False,0.048724100008257665,90.76844689292557,90.76844689292557,0,1.2268000691806037e-06,24.499999999969372,1.000002471671028,54.380778191220976
real,11733_ch,PFF ensemble,200,6,False,0.2303645000065444,60.48808816334733,60.48808816334733,0,0.6232365907534487,24.883794497707573,38.34111022082275,54.380778191220976
real,11733_ch,TSVD_NN,100,7,True,0.009537199992337264,54.36894033499768,54.36894033499768,0,0.37594968607322143,49.03871097367408,2.1695978262681317,54.380778191220976
real,11698_cv,CNN n50,50,50,False,0.048013599996920675,23.768887137232028,35.7239404088654,88,0.4898612720566563,20.46908261570455,25.628535582542032,23.464406374297667
real,11698_cv,DNN spectrum n20,20,20,False,0.04733269999269396,45.575433327283356,87.34688307065171,88,1.6800292586281324e-33,18.7,2.7800648416329854,23.464406374297667
real,11698_cv,DNN classifier n50,50,50,False,0.04564149999350775,38.34961465307351,72.19403984135582,88,1.2268000691806037e-06,24.499999999969372,1.000002471671028,23.464406374297667
real,11698_cv,PFF ensemble,200,6,False,0.2297139000002062,24.768060768862878,39.62084056217544,88,0.27800235677866814,17.087390541298717,15.363035227576972,23.464406374297667
real,11698_cv,TSVD_NN,100,7,True,0.004981300007784739,23.424256365447427,35.83867880453902,88,1.0,17.403782352421285,3.0799102346601757,23.464406374297667
real,11698_ch,CNN n50,50,50,False,0.045728800003416836,22.769494300930027,22.769494300930027,0,0.4187211937426098,40.54985736894072,11.44180647052899,22.76609345636755
real,11698_ch,DNN spectrum n20,20,20,False,0.049385399994207546,48.466241335624915,48.466241335624915,0,0.0,,2.777777907586716,22.76609345636755
real,11698_ch,DNN classifier n50,50,50,False,0.04657759999099653,40.87006962843081,40.87006962843081,0,1.2268000691806037e-06,24.499999999969372,1.000002471671028,22.76609345636755
real,11698_ch,PFF ensemble,200,6,False,0.23988039999676403,23.177712971449594,23.177712971449594,0,0.7582471901909966,28.644078174511776,48.96633692895728,22.76609345636755
real,11698_ch,TSVD_NN,100,7,True,0.008674299999256618,22.78719926031943,22.78719926031943,0,0.3392612292284249,47.788833053243884,4.313179315567635,22.76609345636755
