epoch,train_loss,val_loss,train_accuracy,val_accuracy,precision,recall,f1,efficiency
30,0.399781,4.941779,0.85575,0.505,0.425242,0.505,0.438628,0.505
31,0.460734,4.299977,0.832125,0.4745,0.389277,0.4745,0.40957,0.4745
32,0.406232,3.274451,0.847,0.5745,0.495624,0.5745,0.514198,0.5745
33,0.35387,4.887623,0.87275,0.506,0.427426,0.506,0.438327,0.506
34,0.34754,3.686943,0.877125,0.5255,0.443435,0.5255,0.456787,0.5255
35,0.344171,2.830792,0.8775,0.5775,0.494419,0.5775,0.511703,0.5775
36,0.335205,2.018405,0.877125,0.5275,0.443438,0.5275,0.464364,0.5275
37,0.393914,3.04321,0.851875,0.5655,0.46191,0.5655,0.487665,0.5655
38,0.314758,5.831008,0.888625,0.489,0.397088,0.489,0.410201,0.489
39,0.185771,0.589463,0.945375,0.7785,0.694511,0.7785,0.720868,0.7785
40,0.146071,0.210359,0.961375,0.913,0.878704,0.913,0.886687,0.913
41,0.13605,0.190706,0.963875,0.9055,0.90173,0.9055,0.886853,0.9055
42,0.131181,0.200994,0.965625,0.9245,0.896452,0.9245,0.90405,0.9245
43,0.122288,0.307653,0.96725,0.875,0.828333,0.875,0.841333,0.875
44,0.112677,1.506376,0.972375,0.697,0.626809,0.697,0.646288,0.697
45,0.106965,2.415179,0.972375,0.575,0.49067,0.575,0.511517,0.575
46,0.106272,2.353153,0.970125,0.638,0.541481,0.638,0.568841,0.638
47,0.111353,0.8577,0.96875,0.721,0.662484,0.721,0.668615,0.721
48,0.110814,0.505414,0.9685,0.7955,0.746741,0.7955,0.754717,0.7955
49,0.111476,1.28076,0.967,0.646,0.569017,0.646,0.577124,0.646
50,0.109136,0.758158,0.969,0.762,0.690877,0.762,0.709939,0.762
51,0.106661,0.624455,0.96975,0.7935,0.762003,0.7935,0.754032,0.7935
52,0.08955,0.094966,0.97625,0.9615,0.951889,0.9615,0.951753,0.9615
53,0.095728,1.705016,0.97,0.645,0.561689,0.645,0.577184,0.645
54,0.100876,0.477876,0.970125,0.853,0.799667,0.853,0.814557,0.853
55,0.089746,0.1854,0.976375,0.927,0.904524,0.927,0.911404,0.927
56,0.078878,0.281826,0.97675,0.8865,0.84919,0.8865,0.858766,0.8865
57,0.078709,0.057925,0.97675,0.98,0.97,0.98,0.973333,0.98
58,0.079546,0.159953,0.97775,0.95,0.927204,0.95,0.934497,0.95
59,0.071543,0.525027,0.9785,0.7995,0.741601,0.7995,0.753577,0.7995
60,0.148517,1.005819,0.951625,0.741,0.666889,0.741,0.684339,0.741
61,0.074449,0.433217,0.978875,0.8505,0.815128,0.8505,0.819399,0.8505
62,0.056935,0.307616,0.98575,0.8825,0.847073,0.8825,0.854856,0.8825
63,0.045412,0.469051,0.989125,0.84,0.79806,0.84,0.803247,0.84
64,0.052976,2.689115,0.988125,0.6725,0.568204,0.6725,0.598684,0.6725
65,0.051148,0.738332,0.986,0.816,0.756612,0.816,0.774105,0.816
66,0.092614,1.879143,0.969375,0.6605,0.563129,0.6605,0.572547,0.6605
67,0.065372,1.213123,0.980375,0.682,0.611483,0.682,0.620112,0.682
68,0.043345,0.48672,0.9885,0.8515,0.807257,0.8515,0.812129,0.8515
69,0.118296,6.092777,0.963375,0.5495,0.458104,0.5495,0.4766,0.5495
70,0.065437,0.361602,0.981,0.8405,0.808334,0.8405,0.806992,0.8405
71,0.050627,0.054763,0.9845,0.99,0.985,0.99,0.986667,0.99
72,0.041619,0.34327,0.98975,0.8665,0.83186,0.8665,0.829648,0.8665
73,0.027366,2.976856,0.9955,0.7025,0.636643,0.7025,0.648963,0.7025
74,0.092645,1.744233,0.966,0.6425,0.583718,0.6425,0.595238,0.6425
75,0.064815,0.249839,0.982125,0.9025,0.869533,0.9025,0.875536,0.9025
76,0.033221,0.090424,0.991125,0.96,0.94,0.96,0.946667,0.96
77,0.022808,0.109285,0.99675,0.9625,0.949266,0.9625,0.95215,0.9625
78,0.025339,0.190111,0.99525,0.9345,0.923938,0.9345,0.919879,0.9345
79,0.100058,7.450782,0.965875,0.43,0.322239,0.43,0.335829,0.43
80,0.110783,0.093,0.961375,0.964,0.950592,0.964,0.953752,0.964
81,0.037903,0.144743,0.9915,0.9505,0.940128,0.9505,0.937732,0.9505
82,0.039827,0.844587,0.989,0.743,0.671436,0.743,0.685646,0.743
83,0.045806,0.335689,0.986,0.9045,0.879621,0.9045,0.879982,0.9045
84,0.074044,3.32184,0.975,0.633,0.555802,0.633,0.570051,0.633
85,0.050302,0.602269,0.98425,0.8315,0.806254,0.8315,0.800407,0.8315
86,0.038461,0.114405,0.989875,0.965,0.958333,0.965,0.958333,0.965
87,0.012684,0.067569,0.99875,0.969,0.962424,0.969,0.963997,0.969
88,0.009072,0.032756,0.9995,0.9935,0.9951,0.9935,0.99332,0.9935
89,0.007321,0.011319,0.999875,1.0,1.0,1.0,1.0,1.0
90,0.006287,0.006593,0.999875,1.0,1.0,1.0,1.0,1.0
91,0.005774,0.01357,1.0,1.0,1.0,1.0,1.0,1.0
92,0.005402,0.010102,1.0,1.0,1.0,1.0,1.0,1.0
93,0.00512,0.005441,1.0,1.0,1.0,1.0,1.0,1.0
94,0.004665,0.007021,1.0,1.0,1.0,1.0,1.0,1.0
95,0.004477,0.00543,1.0,1.0,1.0,1.0,1.0,1.0
96,0.00464,0.04328,1.0,0.979,0.97997,0.979,0.975122,0.979
97,0.06031,0.055005,0.9815,0.9715,0.965405,0.9715,0.96296,0.9715
98,0.016934,0.197984,0.99725,0.9175,0.893035,0.9175,0.89619,0.9175
99,0.011379,0.024347,0.998375,0.987,0.982692,0.987,0.983598,0.987
100,0.012376,0.596604,0.997875,0.851,0.80392,0.851,0.812876,0.851
101,0.01192,0.046429,0.997875,0.9865,0.982216,0.9865,0.983097,0.9865
102,0.004637,0.044099,0.99975,0.99,0.985,0.99,0.986667,0.99
103,0.004392,0.072539,0.999375,0.9675,0.963449,0.9675,0.959553,0.9675
104,0.004468,0.084756,0.999875,0.961,0.960256,0.961,0.948797,0.961
105,0.003627,0.749547,0.999625,0.8305,0.777772,0.8305,0.782113,0.8305
106,0.003972,0.319853,0.999875,0.925,0.912341,0.925,0.907399,0.925
107,0.002596,0.002467,1.0,1.0,1.0,1.0,1.0,1.0
108,0.055203,1.306215,0.982375,0.765,0.717372,0.765,0.722159,0.765
109,0.031394,0.154394,0.991625,0.941,0.930237,0.941,0.92716,0.941
110,0.009801,0.009917,0.998875,1.0,1.0,1.0,1.0,1.0
111,0.00392,0.011433,1.0,1.0,1.0,1.0,1.0,1.0
112,0.002852,0.002385,1.0,1.0,1.0,1.0,1.0,1.0
113,0.002388,0.001726,1.0,1.0,1.0,1.0,1.0,1.0
114,0.002138,0.002381,1.0,1.0,1.0,1.0,1.0,1.0
115,0.00193,0.002013,1.0,1.0,1.0,1.0,1.0,1.0
116,0.001765,0.001024,1.0,1.0,1.0,1.0,1.0,1.0
117,0.001597,0.002265,1.0,1.0,1.0,1.0,1.0,1.0
118,0.00152,0.00094,1.0,1.0,1.0,1.0,1.0,1.0
119,0.00138,0.001553,1.0,1.0,1.0,1.0,1.0,1.0
120,0.00128,0.001459,1.0,1.0,1.0,1.0,1.0,1.0
121,0.001218,0.001616,1.0,1.0,1.0,1.0,1.0,1.0
122,0.001123,0.001906,1.0,1.0,1.0,1.0,1.0,1.0
123,0.001045,0.002546,1.0,1.0,1.0,1.0,1.0,1.0
124,0.000959,0.002131,1.0,1.0,1.0,1.0,1.0,1.0
125,0.000914,0.002358,1.0,1.0,1.0,1.0,1.0,1.0
126,0.026293,15.179226,0.994375,0.36,0.257982,0.36,0.277068,0.36
127,0.123102,0.273508,0.96425,0.92,0.881908,0.92,0.894436,0.92
128,0.012889,0.003098,0.997875,1.0,1.0,1.0,1.0,1.0
129,0.00377,0.008047,1.0,1.0,1.0,1.0,1.0,1.0
